"target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSG00000182973","CNOT10",17,62.7884358505298,0.0183684932393323,0.102829198210092
"ENSG00000186575","NF2",14,70.5230365955821,0.0183741539316668,0.102842736643469
"ENSG00000034053","APBA2",10,36.5337721763084,0.0184015869186306,0.102978111410029
"ENSG00000232436","",1,4.23588058437965,0.0184156259549505,0.103038497030354
"ENSG00000157020","SEC13",14,62.1186460817662,0.0184197331564144,0.103043300879772
"ENSG00000137193","PIM1",2,11.7150088232157,0.0184269194610126,0.103047154157944
"ENSG00000249388","",4,11.3499600984216,0.0184246769161905,0.103047154157944
"ENSG00000149187","CELF1",18,87.8932971787403,0.0184403141497173,0.103103882340011
"ENSG00000234886","MTND5P26",1,3.86704250673574,0.0184530072010925,0.10315666820787
"ENSG00000201098","RNY1",1,4.00401037976737,0.0184627704647431,0.103193060153513
"ENSG00000275496","",3,5.11739261581111,0.0184885712395672,0.10328266839518
"ENSG00000282828","",1,3.21894184990636,0.0184853211065442,0.10328266839518
"ENSG00000140463","BBS4",13,40.6585289924807,0.0184830640128229,0.10328266839518
"ENSG00000180139","ACTA2-AS1",1,2.0183767936943,0.0185143459757076,0.103355990481873
"ENSG00000273472","",1,3.68503914557984,0.0185179890257727,0.103355990481873
"ENSG00000233939","RPL27AP4",1,3.04451585379715,0.0185127590670324,0.103355990481873
"ENSG00000272075","RN7SL828P",1,2.5837771155391,0.0185098545188867,0.103355990481873
"ENSG00000119927","GPAM",2,12.7099694356344,0.0185155808620661,0.103355990481873
"ENSG00000114423","CBLB",16,76.5101622469195,0.0185388045852712,0.103439779382326
"ENSG00000179532","DNHD1",14,52.6039948966121,0.0185395234965959,0.103439779382326
"ENSG00000223733","RPL18AP14",1,1.64290324170863,0.0185496296123911,0.10344765781993
"ENSG00000131914","LIN28A",1,4.7940064154524,0.0185497286329293,0.10344765781993
"ENSG00000119314","PTBP3",6,35.5121123252203,0.018550719684724,0.10344765781993
"ENSG00000169040","PMCHL2",3,7.08211949252929,0.0185588948849891,0.103475054817537
"ENSG00000050030","NEXMIF",2,6.31285211477703,0.0185677620844232,0.10350629974619
"ENSG00000188785","ZNF548",9,32.6311253997014,0.0186232037796803,0.103797118377733
"ENSG00000280356","",1,4.67081033491145,0.0186444247057546,0.103886171730168
"ENSG00000279814","",1,5.32416960953466,0.0186457320741463,0.103886171730168
"ENSG00000116455","WDR77",4,22.6799187938933,0.0186575508236961,0.103897270817559
"ENSG00000177239","MAN1B1",21,87.9004016807873,0.0186554223040571,0.103897270817559
"ENSG00000265735","RN7SL5P",1,5.8818173001074,0.0186536502510194,0.103897270817559
"ENSG00000259462","CPEB1-AS1",2,7.1564275828033,0.0186670021668086,0.103931655560646
"ENSG00000196712","NF1",21,102.635983686118,0.0186820945732564,0.10394958775686
"ENSG00000164715","LMTK2",2,12.6198537637218,0.0186833317507443,0.10394958775686
"ENSG00000269895","",1,4.32049074326749,0.0186805630542198,0.10394958775686
"ENSG00000105982","RNF32",6,18.6461111666608,0.018681792730728,0.10394958775686
"ENSG00000129675","ARHGEF6",1,3.19245042152778,0.018694534438604,0.103979200000058
"ENSG00000135547","HEY2",2,9.42773787451781,0.0186952103660371,0.103979200000058
"ENSG00000134668","SPOCD1",1,3.47399355069413,0.0187170347915646,0.10408233284601
"ENSG00000241770","",1,1.93746792919896,0.0187211919900914,0.104087202232026
"ENSG00000162817","C1orf115",1,6.08400260098878,0.0187275401103591,0.104104248994126
"ENSG00000115649","CNPPD1",4,18.0718190041498,0.0187474440329821,0.104196631729833
"ENSG00000101365","IDH3B",12,58.2932457047409,0.0187657249884434,0.104279963368682
"ENSG00000155026","RSPH10B",4,10.9105736813862,0.0187873008086397,0.104326749711002
"ENSG00000156639","ZFAND3",7,39.01807429913,0.0187815444726477,0.104326749711002
"ENSG00000268049","",1,4.95160076721606,0.0187853692409305,0.104326749711002
"ENSG00000230116","RPS3AP11",1,2.40912602052895,0.0187786989627176,0.104326749711002
"ENSG00000198836","OPA1",26,125.324998178717,0.0188088063225847,0.104427888630503
"ENSG00000127415","IDUA",11,40.8386189780309,0.0188447753232488,0.104587701961521
"ENSG00000132837","DMGDH",6,16.0389312587862,0.0188606720016363,0.104587701961521
"ENSG00000145826","LECT2",2,7.160345532808,0.0188515532150767,0.104587701961521
"ENSG00000168872","DDX19A",12,50.7877607234706,0.0188471775714795,0.104587701961521
"ENSG00000196923","PDLIM7",14,65.7003015632469,0.0188598631165397,0.104587701961521
"ENSG00000239590","OR1J4",1,2.29252814023278,0.0188546040780563,0.104587701961521
