"target_id","ens_gene","ext_gene","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq","b","se_b"
"ENST00000392589.6","ENSG00000112290","WASF1",8.5664035094656e-06,0.0181562407595501,19.8070965857725,120.248944490887,1,2.54201068724572,9.32942731403155,1.96943883578801,8.05130653845256,0.864217985932506,8.05130653845256,5.17912664302628,0.896901538125013
"ENST00000392832.6","ENSG00000197415","VEPH1",3.35538948002735e-05,0.0282184007941845,17.2050740914541,25.791046979964,1,4.88873935074391,1.98584811211638,0.393966438261253,1.75528747673574,0.264827649387513,1.75528747673574,-2.31416034860351,0.443852000665328
"ENST00000392833.6","ENSG00000197415","VEPH1",9.97541522551183e-07,0.00653119673424906,23.9328658292558,85.3557407433159,1,2.60312425583919,6.65048190056486,1.3414885935977,5.77148980167863,0.828300907384879,5.77148980167863,-4.66214605714448,0.782093467120695
"ENST00000393294.3","ENSG00000168959","GRM5",7.56347539467094e-05,0.0377821186670036,15.6643933232537,46.0503944977262,1,1.57400529229422,3.56629683269372,0.190440421850783,3.64709245295974,1.60448336295736,3.64709245295974,3.08929089365168,0.698041643704259
"ENST00000393962.6","ENSG00000167772","ANGPTL4",6.66140265360758e-06,0.0162908153711358,20.2880880066728,85.3851160296332,1,2.57895940934209,6.64019305061727,0.142893512553605,6.97253282324916,0.842318862215758,6.97253282324916,-4.37580677200532,0.723395231428102
"ENST00000394684.8","ENSG00000164023","SGMS2",1.78250726246358e-05,0.0229953820395253,18.408610021681,9.79519832629818,1,7.29408396575664,0.755611994773561,0.00114420285293055,0.815122324338584,0.221942331355914,0.815122324338584,1.44972560438395,0.262025071174479
"ENST00000395354.1","ENSG00000113368","LMNB1",9.74242598601374e-05,0.0418943234730603,15.1859762428218,5.08136504616696,1,7.10456251357638,0.419956298352516,0.0112111935507968,0.412235893629783,0.225256531785161,0.412235893629783,-1.03908511818666,0.248539181929133
"ENST00000395987.8","ENSG00000118307","CFAP94",2.00503106446417e-05,0.0236069474748842,18.1845086768783,79.5360060625184,1,1.99152453853659,6.11943206914965,0.546223035309092,6.08177746990077,1.24818658879856,6.08177746990077,4.1190619490982,0.752651701877245
"ENST00000396085.6","ENSG00000166833","NAV2",9.5403720068836e-05,0.0414245333192805,15.2255532755115,106.02828704034,1,2.79462074576975,8.25369938611444,1.37902068603432,7.4566699006607,0.725892062795452,7.4566699006607,4.54565699589577,0.965868404790426
"ENST00000396947.7","ENSG00000134363","FST",4.91636934476178e-06,0.0143925558894603,20.8695947373029,114.906901855466,1,4.69133137746403,8.95486670000839,0.46756992863698,9.10800522598516,0.271276302081962,9.10800522598516,-5.10716570892474,0.821936265100489
"ENST00000397041.8","ENSG00000074370","ATP2A3",4.44572595588754e-05,0.0312141736780889,16.6709215749605,17.9751214016582,1,5.78918341867528,1.38926219031733,0.14194148372578,1.35598529974573,0.24758780182482,1.35598529974573,-1.91668342632193,0.377680527022646
